DATAFLOW,LAST UPDATE,freq,unit,age,icd10,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,IS,2013,32.29,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,IS,2014,28.07,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,IS,2015,29.58,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,IS,2016,40.85,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,IS,2017,37.87,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,IS,2018,42.49,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,IS,2019,34.78,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,IS,2020,36.84,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,IS,2021,37.02,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,IT,2011,28.76,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,IT,2012,27.74,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,IT,2013,26.31,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,IT,2014,25.43,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,IT,2015,26.64,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,IT,2016,26.76,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,IT,2017,27.61,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,IT,2018,26.63,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,IT,2019,26.26,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,IT,2020,25.95,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,IT,2021,27.33,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,LI,2011,45.14,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,LI,2012,22.58,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,LI,2013,37.39,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,LI,2014,36.24,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,LI,2015,15.71,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,LI,2016,16.95,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,LI,2017,30.91,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,LI,2018,31.41,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,LI,2019,15.16,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,LI,2020,23.55,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,LI,2021,19.29,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,LT,2011,71.4,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,LT,2012,74.1,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,LT,2013,69.51,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,LT,2014,65.99,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,LT,2015,64.84,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,LT,2016,62.9,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,LT,2017,59.48,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,LT,2018,56.16,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,LT,2019,50.15,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,LT,2020,54.25,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,LT,2021,54.49,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,LU,2011,40.12,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,LU,2012,40.28,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,LU,2013,43.63,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,LU,2014,34,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,LU,2015,36.7,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,LU,2016,39,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,LU,2017,26.17,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,LU,2018,33.88,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,LU,2019,29.61,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,LU,2020,31.78,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,LU,2021,32.76,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,LV,2011,56.1,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,LV,2012,57.56,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,LV,2013,58.09,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,LV,2014,60.04,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,LV,2015,55.2,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,LV,2016,52.77,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,LV,2017,53.23,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,LV,2018,51.44,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,LV,2019,45.13,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,LV,2020,44.78,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,LV,2021,53.58,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,MT,2011,19.87,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,MT,2012,19.56,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,MT,2013,22.07,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,MT,2014,19.48,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,MT,2015,19.45,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,MT,2016,24.45,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,MT,2017,22.48,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,MT,2018,18.58,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,MT,2019,20.74,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,MT,2020,22.5,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,MT,2021,25.27,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,NL,2011,30.14,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,NL,2012,32.88,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,NL,2013,32.38,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,NL,2014,33.2,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,NL,2015,37.03,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,NL,2016,39.06,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,NL,2017,39.83,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,NL,2018,44.13,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,NL,2019,43.57,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,NL,2020,44.75,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,NL,2021,45.39,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,NO,2011,43.53,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,NO,2012,42.91,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,NO,2013,43.73,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,NO,2014,43.99,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,NO,2015,39.6,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,NO,2016,41.79,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,NO,2017,39.99,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,NO,2018,42.47,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,NO,2019,39.3,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,NO,2020,39.23,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,NO,2021,38.73,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,PL,2011,43.35,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,PL,2012,42.91,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,PL,2013,39.96,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,PL,2014,38.07,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,PL,2015,35.51,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,PL,2016,34.97,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,PL,2017,35.65,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,PL,2018,36.7,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,PL,2019,36.02,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,PL,2020,36.46,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,PL,2021,40.51,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,PT,2011,17.43,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,PT,2012,14.92,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,PT,2013,19.3,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,PT,2014,22.22,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,PT,2015,23.88,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,PT,2016,26.2,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,PT,2017,29.37,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,PT,2018,28.05,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,PT,2019,22.77,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,PT,2020,26.75,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,PT,2021,31.2,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,RO,2011,40.13,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,RO,2012,39.77,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,RO,2013,37.31,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,RO,2014,36.84,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,RO,2015,36.08,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,RO,2016,37.77,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,RO,2017,38.48,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,RO,2018,39.31,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,RO,2019,38.95,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,RO,2020,34.96,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,RO,2021,53.15,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,RS,2011,23.69,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,RS,2012,22.52,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,RS,2013,20.89,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,RS,2014,21.52,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,RS,2015,21.9,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,RS,2016,20.42,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,RS,2017,23.49,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,RS,2018,21.48,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,RS,2019,22.08,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,RS,2020,19.21,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,RS,2021,21.73,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,SE,2011,32.09,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,SE,2012,31.04,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,SE,2013,31.77,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,SE,2014,32.35,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,SE,2015,33.89,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,SE,2016,32.31,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,SE,2017,32.49,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,SE,2018,33.7,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,SE,2019,30.69,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,SE,2020,31.12,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,SE,2021,31.33,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,SI,2011,54.94,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,SI,2012,50.32,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,SI,2013,48.06,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,SI,2014,41.85,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,SI,2015,44.33,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,SI,2016,44.32,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,SI,2017,50.57,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,SI,2018,50.42,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,SI,2019,49.85,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,SI,2020,60.78,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,SI,2021,62.55,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,SK,2011,34.52,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,SK,2012,49.35,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,SK,2013,54.9,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,SK,2014,40.77,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,SK,2015,40.71,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,SK,2016,37.46,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,SK,2017,36.72,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,SK,2018,37.59,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,SK,2019,38.55,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,SK,2020,27.91,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,SK,2021,28.75,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,TR,2011,25.89,d
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,TR,2012,24.51,d
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,TR,2013,33.21,d
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,TR,2014,32.91,d
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,TR,2015,31.69,d
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,TR,2016,32.16,d
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,TR,2017,31.11,d
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,TR,2018,28.46,d
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,TR,2019,22.4,d
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,TR,2020,23.74,d
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,TR,2021,23.6,d
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,UK,2011,23.11,d
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,UK,2012,23.22,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,UK,2013,24.43,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,UK,2014,24.71,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,UK,2015,27.04,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,UK,2016,27.32,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,UK,2017,28.45,
ESTAT:TPS00125(1.0),25/04/24 23:00:00,A,RT,TOTAL,ACC,T,UK,2018,29.24,
